0,0,0,D0:F0:18:43:F8:36,-70,1638631313978
0,0,1,D0:F0:18:43:F8:36,-77,1638631314481
0,0,2,D0:F0:18:43:F8:36,-74,1638631314984
0,0,3,D0:F0:18:43:F8:36,-69,1638631315487
0,0,4,D0:F0:18:43:F8:47,-71,1638631315990
0,0,5,D0:F0:18:43:F8:2A,-68,1638631316492
0,0,6,D0:F0:18:43:F8:36,-67,1638631316995
0,0,7,D0:F0:18:43:F8:47,-67,1638631317498
0,0,8,D0:F0:18:43:F8:47,-69,1638631318004
0,0,9,D0:F0:18:43:F8:36,-68,1638631318509
0,0,10,D0:F0:18:43:F8:36,-69,1638631319015
0,0,11,D0:F0:18:43:F8:2A,-66,1638631319521
0,0,12,D0:F0:18:43:F8:36,-71,1638631320026
0,0,13,D0:F0:18:43:F8:2A,-65,1638631320532
0,0,14,D0:F0:18:43:F8:2A,-68,1638631321038
0,0,15,D0:F0:18:43:F8:36,-67,1638631321542
0,0,16,D0:F0:18:43:F8:36,-67,1638631322047
0,0,17,D0:F0:18:43:F8:2A,-61,1638631322553
0,0,18,D0:F0:18:43:F8:36,-72,1638631323058
0,0,19,D0:F0:18:43:F8:2A,-67,1638631323563
0,0,20,D0:F0:18:43:F8:36,-70,1638631324069
0,0,21,D0:F0:18:43:F8:47,-68,1638631324574
0,0,22,D0:F0:18:43:F8:47,-72,1638631325079
0,0,23,D0:F0:18:43:F8:36,-66,1638631325585
0,0,24,D0:F0:18:43:F8:47,-68,1638631326090
0,0,25,D0:F0:18:43:F8:47,-68,1638631326594
0,0,26,D0:F0:18:43:F8:36,-69,1638631327099
0,0,27,D0:F0:18:43:F8:2A,-67,1638631327603
0,0,28,D0:F0:18:43:F8:2A,-65,1638631328108
0,0,29,D0:F0:18:43:F8:36,-68,1638631328613
0,0,30,D0:F0:18:43:F8:2A,-65,1638631329118
0,0,31,D0:F0:18:43:F8:2A,-65,1638631329623
0,0,32,D0:F0:18:43:F8:47,-68,1638631330129
0,0,33,D0:F0:18:43:F8:36,-67,1638631330634
0,0,34,D0:F0:18:43:F8:2A,-61,1638631331139
0,0,35,D0:F0:18:43:F8:47,-70,1638631331644
0,0,36,D0:F0:18:43:F8:36,-71,1638631332148
0,0,37,D0:F0:18:43:F8:2A,-66,1638631332654
0,0,38,D0:F0:18:43:F8:47,-72,1638631333159
0,0,39,D0:F0:18:43:F8:47,-71,1638631333663
0,0,40,D0:F0:18:43:F8:36,-68,1638631334168
0,0,41,D0:F0:18:43:F8:2A,-61,1638631334674
0,0,42,D0:F0:18:43:F8:47,-67,1638631335180
0,0,43,D0:F0:18:43:F8:36,-72,1638631335684
0,0,44,D0:F0:18:43:F8:36,-72,1638631336189
0,0,45,D0:F0:18:43:F8:2A,-66,1638631336695
0,0,46,D0:F0:18:43:F8:47,-68,1638631337200
0,0,47,D0:F0:18:43:F8:36,-76,1638631337705
0,0,48,D0:F0:18:43:F8:2A,-64,1638631338210
0,0,49,D0:F0:18:43:F8:47,-67,1638631338715
0,0,50,D0:F0:18:43:F8:47,-67,1638631339219
0,0,51,D0:F0:18:43:F8:2A,-66,1638631339725
0,0,52,D0:F0:18:43:F8:47,-67,1638631340231
0,0,53,D0:F0:18:43:F8:47,-66,1638631340735
0,0,54,D0:F0:18:43:F8:2A,-64,1638631341240
0,0,55,D0:F0:18:43:F8:36,-67,1638631341746
0,0,56,D0:F0:18:43:F8:47,-69,1638631342250
0,0,57,D0:F0:18:43:F8:47,-68,1638631342755
0,0,58,D0:F0:18:43:F8:36,-68,1638631343261
