0,0,0,D0:F0:18:43:F8:47,-60,1638624859039
0,0,1,D0:F0:18:43:F8:36,-69,1638624859542
0,0,2,D0:F0:18:43:F8:36,-68,1638624860047
0,0,3,D0:F0:18:43:F8:47,-66,1638624860554
0,0,4,D0:F0:18:43:F8:47,-68,1638624861061
0,0,5,D0:F0:18:43:F8:36,-69,1638624861568
0,0,6,D0:F0:18:43:F8:2A,-71,1638624862073
0,0,7,D0:F0:18:43:F8:2A,-71,1638624862580
0,0,8,D0:F0:18:43:F8:47,-62,1638624863086
0,0,9,D0:F0:18:43:F8:36,-69,1638624863593
0,0,10,D0:F0:18:43:F8:47,-70,1638624864099
0,0,11,D0:F0:18:43:F8:36,-68,1638624864605
0,0,12,D0:F0:18:43:F8:47,-61,1638624865111
0,0,13,D0:F0:18:43:F8:36,-66,1638624865616
0,0,14,D0:F0:18:43:F8:47,-61,1638624866122
0,0,15,D0:F0:18:43:F8:47,-61,1638624866628
0,0,16,D0:F0:18:43:F8:2A,-73,1638624867132
0,0,17,D0:F0:18:43:F8:36,-66,1638624867638
0,0,18,D0:F0:18:43:F8:47,-61,1638624868146
0,0,19,D0:F0:18:43:F8:2A,-68,1638624868652
0,0,20,D0:F0:18:43:F8:47,-63,1638624869157
0,0,21,D0:F0:18:43:F8:47,-63,1638624869663
0,0,22,D0:F0:18:43:F8:47,-62,1638624870169
0,0,23,D0:F0:18:43:F8:2A,-72,1638624870674
0,0,24,D0:F0:18:43:F8:36,-65,1638624871178
0,0,25,D0:F0:18:43:F8:47,-62,1638624871684
0,0,26,D0:F0:18:43:F8:47,-66,1638624872190
0,0,27,D0:F0:18:43:F8:2A,-71,1638624872696
0,0,28,D0:F0:18:43:F8:36,-69,1638624873201
0,0,29,D0:F0:18:43:F8:47,-62,1638624873706
0,0,30,D0:F0:18:43:F8:47,-63,1638624874211
0,0,31,D0:F0:18:43:F8:47,-62,1638624874717
0,0,32,D0:F0:18:43:F8:47,-66,1638624875222
0,0,33,D0:F0:18:43:F8:47,-62,1638624875727
0,0,34,D0:F0:18:43:F8:2A,-69,1638624876233
0,0,35,D0:F0:18:43:F8:36,-65,1638624876738
0,0,36,D0:F0:18:43:F8:2A,-72,1638624877243
0,0,37,D0:F0:18:43:F8:2A,-73,1638624877748
0,0,38,D0:F0:18:43:F8:36,-66,1638624878253
0,0,39,D0:F0:18:43:F8:2A,-70,1638624878757
0,0,40,D0:F0:18:43:F8:2A,-72,1638624879262
0,0,41,D0:F0:18:43:F8:47,-62,1638624879767
0,0,42,D0:F0:18:43:F8:2A,-74,1638624880272
0,0,43,D0:F0:18:43:F8:2A,-74,1638624880778
0,0,44,D0:F0:18:43:F8:47,-65,1638624881284
0,0,45,D0:F0:18:43:F8:36,-68,1638624881789
0,0,46,D0:F0:18:43:F8:47,-64,1638624882295
0,0,47,D0:F0:18:43:F8:2A,-70,1638624882800
0,0,48,D0:F0:18:43:F8:36,-65,1638624883305
0,0,49,D0:F0:18:43:F8:47,-65,1638624883810
0,0,50,D0:F0:18:43:F8:2A,-71,1638624884314
0,0,51,D0:F0:18:43:F8:36,-69,1638624884819
0,0,52,D0:F0:18:43:F8:47,-66,1638624885325
0,0,53,D0:F0:18:43:F8:36,-65,1638624885831
0,0,54,D0:F0:18:43:F8:2A,-72,1638624886336
0,0,55,D0:F0:18:43:F8:2A,-73,1638624886840
0,0,56,D0:F0:18:43:F8:2A,-71,1638624887345
0,0,57,D0:F0:18:43:F8:2A,-73,1638624887850
0,0,58,D0:F0:18:43:F8:47,-65,1638624888356
0,0,59,D0:F0:18:43:F8:2A,-71,1638624888861
0,0,60,D0:F0:18:43:F8:2A,-72,1638624889366
0,0,61,D0:F0:18:43:F8:2A,-73,1638624889871
0,0,62,D0:F0:18:43:F8:2A,-73,1638624890375
0,0,63,D0:F0:18:43:F8:36,-66,1638624890879
0,0,64,D0:F0:18:43:F8:2A,-72,1638624891383
0,0,65,D0:F0:18:43:F8:47,-65,1638624891888
0,0,66,D0:F0:18:43:F8:2A,-72,1638624892393
0,0,67,D0:F0:18:43:F8:2A,-72,1638624892896
0,0,68,D0:F0:18:43:F8:47,-65,1638624893400
0,0,69,D0:F0:18:43:F8:2A,-71,1638624893904
0,0,70,D0:F0:18:43:F8:47,-64,1638624894408
0,0,71,D0:F0:18:43:F8:47,-64,1638624894912
0,0,72,D0:F0:18:43:F8:2A,-73,1638624895416
0,0,73,D0:F0:18:43:F8:47,-63,1638624895920
0,0,74,D0:F0:18:43:F8:47,-64,1638624896424
0,0,75,D0:F0:18:43:F8:36,-67,1638624896929
0,0,76,D0:F0:18:43:F8:36,-67,1638624897432
0,0,77,D0:F0:18:43:F8:47,-64,1638624897936
0,0,78,D0:F0:18:43:F8:47,-64,1638624898440
0,0,79,D0:F0:18:43:F8:36,-67,1638624898943
0,0,80,D0:F0:18:43:F8:2A,-71,1638624899447
0,0,81,D0:F0:18:43:F8:36,-66,1638624899952
0,0,82,D0:F0:18:43:F8:36,-68,1638624900456
0,0,83,D0:F0:18:43:F8:47,-65,1638624900960
0,0,84,D0:F0:18:43:F8:47,-65,1638624901464
0,0,85,D0:F0:18:43:F8:47,-64,1638624901968
0,0,86,D0:F0:18:43:F8:36,-66,1638624902472
0,0,87,D0:F0:18:43:F8:36,-67,1638624902977
0,0,88,D0:F0:18:43:F8:47,-65,1638624903481
0,0,89,D0:F0:18:43:F8:47,-65,1638624903985
